time,profit,losses,emissions,battery charging
1,[135.46150601714697, 9.770493072160898, 694.7271542680528, -824.9999987067455]
2,[135.0412306183833, 10.117442586926304, 689.0161699004719, -825.000648445459]
3,[125.28833703849513, 11.998874940049312, 1028.1295276142903, -528.7199983919618]
4,[120.92548127131586, 11.913110873200019, 1168.1729645389846, -402.42499994394564]
5,[126.99978830703417, 16.255627883288646, 1481.7810576085596, -269.4999999456817]
6,[116.89889200894308, 15.883081197084769, 1459.2820983014217, -190.29978344238143]
7,[108.52029706969033, 17.094720073849285, 1620.2280460259199, -15.600070720809288]
8,[109.95937237348548, 17.599107100829894, 1681.2551545488104, 8.249998338598196]
9,[102.8782146947085, 16.213907229575238, 1573.2640945851886, 8.249570389223198]
10,[99.08553745547157, 15.434592012211116, 1515.6324540577423, 8.24999989317264]
11,[97.48519471949758, 15.345003795546067, 1491.4737194139916, 8.249598383930158]
12,[98.35926974916691, 15.397376712851827, 1504.7492834030618, 8.2499999953479]
13,[97.197167266183, 15.511912600278345, 1487.6109893480204, 8.249999999898945]
14,[98.31796841257822, 15.387637956856635, 1504.1177451498604, 8.249999995348738]
15,[99.12168120431814, 15.439765580888444, 1516.1797080197573, 8.249999915286566]
16,[96.8826344095324, 15.394840252349818, 1482.7317507304679, 8.249999999985297]
17,[93.96796979084496, 14.836794794847386, 1438.3736219865555, 8.249999999746068]
18,[88.79418754294335, 15.265132001861943, 1461.4658473623322, 69.49995731164124]
19,[86.6911021289961, 15.39417021955902, 1463.25050964882, 89.76437695634297]
20,[84.63262109127663, 16.585819630599403, 1503.1306926664336, 131.9997675281755]
21,[83.02023350215609, 16.26687681122494, 1478.575228647325, 131.9997556739653]
22,[82.85471518387031, 16.25457082237051, 1471.4634520462184, 129.1536628940052]
23,[81.39533491883813, 13.027636081544014, 1244.2458160683218, 5.938862859276984]
24,[80.04085191603068, 11.850019992688392, 1119.8676419666817, -57.00000126027899]
25,[78.1865938399743, 11.727822901759518, 1094.3958611407788, -55.49998964130163]
26,[74.54575107909575, 12.278976406716673, 1144.6741124305606, 8.249999999645043]
27,[72.55761645570067, 12.022090334583531, 1114.5308050969152, 8.249718343369814]
28,[78.1865938399743, 11.727822901759518, 1094.3958611407788, -55.49998964130163]
29,[72.55761645570067, 12.022090334583531, 1114.5308050969152, 8.249718343369814]
30,[74.54575064246778, 12.279009443734118, 1144.6741596353934, 8.249999999653575]
31,[71.7213946316677, 11.996965266492579, 1102.0261388149238, 8.249723877256104]
32,[65.37726580161602, 11.50911531490011, 1075.117784724278, 56.24999544844977]
33,[58.45331758579966, 10.85847430096394, 993.599202183761, 147.46147110647604]
34,[66.3351283728672, 8.164308189422187, 545.1859512292948, -87.21840548012237]
35,[68.16068870210127, 8.246155635984758, 313.46721902796145, -116.40274254149789]
36,[66.86223791376102, 8.200040333276993, 247.70211105011867, -12.028974639832539]
37,[65.79046501700653, 8.318506054238476, 129.87076683222057, 59.07091983801977]
38,[67.77439594987005, 9.037264915927361, -119.32164953430662, 35.17200004024932]
39,[64.1535935831496, 10.057474931596238, -225.42558840432824, 146.0180007283427]
40,[60.13542545035739, 11.208221208468249, -89.04973367846793, 403.755000264421]
41,[56.425865522789344, 13.538058909880668, -135.82743911240564, 552.7485442978764]
42,[50.41927335449698, 15.479059199811479, 10.361871065943946, 824.9991154034534]
43,[55.264812258971396, 16.954462243383926, -319.4284315021894, 712.5000023355469]
44,[70.88196268478283, 27.31715181651545, -1151.037092738529, 174.17540172673438]
45,[64.05465480375118, 23.4044520668167, -1051.7407657996616, 422.05628603758737]
46,[60.6136991896633, 26.001163635707474, -1109.4524940250021, 529.089158703886]
47,[64.96583985527266, 32.71835099918115, -1412.8942763292134, 407.0336421477816]
48,[65.36371946143055, 36.13285151485397, -1626.2699235539437, 371.22808583334927]
49,[59.97615203791548, 41.35165174888436, -1649.3205554404956, 501.25022391342077]
50,[67.59330915008204, 52.60284129782049, -2131.809562859751, 203.25495376836594]
51,[63.79926934280216, 57.34851366919665, -2222.6580389378037, 259.54105257674166]
52,[70.56589746208594, 65.16139586125253, -2630.5576126436445, 3.3321284583945]
53,[66.33208361727965, 68.46018945721792, -2590.796195500372, 131.65271859092314]
54,[63.19418329268502, 72.02432277259638, -2515.8852081880004, 254.7103324303675]
55,[67.44535484831994, 78.70136588769066, -2804.021587643253, 77.87909825304538]
56,[71.57927553284112, 83.85846750245909, -2970.507445559376, -42.437092557405414]
57,[72.15983325053237, 77.74606897704764, -2887.807704495997, 35.09730133832926]
58,[70.49572913182632, 76.39219854490152, -2842.1313338070117, 98.55006587118082]
59,[73.73725843410536, 80.60604981770767, -2950.1442727430017, 1.092166431000507]
60,[80.35611434499572, 87.52806216244504, -3016.584946893693, -127.46828131134683]
61,[66.60688150935009, 63.928608547185256, -2313.047939416324, 441.3463370287078]
62,[68.9333631203597, 60.608655992729126, -2210.57233479178, 455.6265139352554]
63,[91.19144469972343, 80.89090594589601, -3008.188798978664, -296.2406766432748]
64,[84.60565110809068, 64.32613201904346, -2543.6205642909263, 22.142710250534655]
65,[86.01345323913245, 59.27745419486334, -2360.365742307481, 73.90023164289856]
66,[86.64980163513796, 55.39808224951743, -2231.7037795788697, 82.51758193180464]
67,[78.06656858508165, 44.560009422900244, -1605.0913859742789, 478.49999819216487]
68,[94.4320158306054, 48.265821699416, -2071.364191027271, -54.790458665660246]
69,[101.34554333522452, 54.60296849109868, -2170.5886531415335, -270.65628563202097]
70,[84.07734500836291, 31.010455360923178, -1237.641733397739, 386.9850430779952]
71,[95.09245288820115, 31.84411847403, -1396.1636088604985, 81.9427258240278]
72,[91.63676317458481, 30.049444792715867, -978.531532753528, 264.7203996084464]
73,[87.61513910763514, 22.737357912329628, -672.5485719238521, 385.35181290252626]
74,[103.21221254195564, 22.496282929235996, -1029.704146406753, -107.68221188218298]
75,[98.93611234070963, 17.095973993221897, -557.0285732121542, 93.92566974017365]
76,[99.45116963666476, 14.059107927563737, -418.2809226173116, 43.93855853659792]
77,[103.4036960644324, 11.437713982594483, -190.08733788689497, 6.812542489276946]
78,[107.21037011961717, 10.028340827936546, -18.995050127337603, -66.76129883926816]
79,[109.24410811455648, 9.73212053160923, 92.1250169042365, -166.20579331395584]
80,[110.04278630195842, 11.31438215528799, 26.37717024384353, -362.8565005243206]
81,[113.23766552292217, 9.44018287419646, 168.74669287769626, -432.32950412009075]
82,[113.99942791752244, 8.806558426525138, 184.02071002936896, -578.5266408521858]
83,[115.24145677094702, 9.308027841038998, 347.8598141385688, -624.9999934012728]
84,[127.57036501717687, 12.487261988897979, 902.6901295359634, -626.093643753093]
85,[124.7064711128434, 12.434681875840262, 904.3366095659186, -600.0000259485485]
86,[129.3537301831426, 12.943980873689215, 982.745069735886, -594.8919965434463]
87,[127.80494112064727, 13.187420124575668, 982.8772636314519, -580.8449986898793]
88,[122.32024412029091, 17.56025976879761, 1517.988603026823, -205.5908274688014]
89,[109.02701284635788, 17.156657662197553, 1664.2034877992694, 6.7499821241196525]
90,[114.45081413377342, 18.55634423296223, 1749.7724870824811, 8.249999998907231]
91,[108.12477064469108, 18.796794922229818, 1749.6966872035553, 66.00000001625482]
92,[112.88493865318793, 17.45540602883703, 1651.2038496577104, -36.94259985935481]
93,[112.23274798004564, 18.02343706977252, 1713.631146373064, 6.999555499888503]
94,[110.89599062642283, 17.760344424495102, 1695.4794974188294, 8.249998536573926]
95,[112.37185315359085, 18.1258994794303, 1718.0802327995614, 8.24999999901048]
96,[114.04623238805246, 18.097476962883487, 1741.3704664317058, 7.249999978033613]
