time,BatteryUnit.battery1,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery2,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery3,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery4,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery5,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg1a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg2a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3c,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4c,decarbonization-app,profit_cvr-app,resilience-app
19,0.0,0.0,0.0,125000.0,0.0,0.0,183501.58,200000.0,0.0,0.0,56136.452,100000.0,0.0,0.0,3.1644002e-11,150000.0,0.0,0.0,10435.419,250000.0,6,7,-4,3,-2,-12,-2,-5,5,-12,2,5,2,-12,0,2,8,4,1,11,2,-11,2,0
20,0.0,0.0,71929.456,125000.0,0.0,0.0,105274.63,200000.0,0.0,0.0,96574.979,100000.0,0.0,0.0,120454.99,150000.0,0.0,0.0,0.0,250000.0,5,7,-4,2,0,-12,0,-2,5,-12,2,5,2,-12,2,2,9,4,1,11,0,-11,1,-6
21,0.0,0.0,0.0,125000.0,0.0,0.0,182052.87,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,3342.6323,150000.0,0.0,0.0,0.0,250000.0,4,7,-4,0,1,-12,0,1,5,-12,3,5,4,-12,10,1,9,4,1,11,-3,-11,2,-3
22,0.0,0.0,125000.0,125000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,250000.0,4,7,-4,2,5,-12,13,1,9,-12,9,5,10,-12,15,2,9,4,7,11,-3,-11,3,-2
23,0.0,0.0,125000.0,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,100000.0,100000.0,5567.55,5567.55,150000.0,150000.0,0.0,0.0,189690.36,250000.0,4,6,4,3,3,-12,-9,-2,5,-11,-1,5,7,-11,-1,2,9,5,-5,11,-8,-10,0,6
24,0.0,0.0,125000.0,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,0.0,100000.0,-3914.45,-3914.45,150000.0,150000.0,0.0,0.0,65609.605,250000.0,4,7,6,-1,7,-13,1,7,4,-12,-1,4,1,-12,-1,1,9,3,-5,15,-9,-11,-12,3
25,0.0,0.0,125000.0,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,150000.0,150000.0,0.0,0.0,250000.0,250000.0,6,6,1,2,1,-12,1,1,5,-11,-1,5,1,-11,0,1,4,4,1,2,-10,-10,0,6
26,0.0,0.0,108366.05,125000.0,0.0,0.0,157157.32,200000.0,-5.5332532e-11,0.0,-5.5332532e-11,100000.0,0.0,0.0,0.0,150000.0,-1.2585665e-24,0.0,-1.2585665e-24,250000.0,6,7,-4,2,5,-13,8,-5,9,-12,12,5,5,-12,14,1,7,3,8,11,-11,-11,0,6
27,0.0,0.0,120110.2,125000.0,0.0,0.0,158167.6,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,5.5532007e-11,150000.0,0.0,0.0,1.7720348e-10,250000.0,6,7,-4,-2,8,-13,8,8,9,-12,12,5,9,-12,14,1,7,3,8,11,-11,-11,0,3
28,0.0,0.0,125000.0,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,150000.0,150000.0,0.0,0.0,250000.0,250000.0,6,6,1,2,6,-12,1,1,8,-11,-1,5,7,-11,0,1,5,4,1,2,-10,-10,0,6
